title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,pub_date_source,rss_pub_date,rss_published_str
Climate change-driven contaminants in water,https://www.nature.com/articles/s41893-025-01747-x,Nature Sustainability,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,False,,,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00 UTC
Social factors shape federal environmental crime prosecution patterns in the USA,https://www.nature.com/articles/s41893-025-01736-0,Nature Sustainability,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Enforcement of environmental laws and regulations is critical to achieving a cleaner environment and alleviating inequitable distributions of environmental harms. Here we examine the geographic patterning of US federal environmental crime prosecutions from 2011 to 2020. Results show that counties with higher levels of socioeconomic status have more environmental criminal prosecutions, on average, while environmental conditions such as air and water quality have no effect on environmental crime prosecution patterns.",nature_html,False,,,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00 UTC
Phase‐Manipulated Calcium Borate‐Based Multicolor Mechanoluminescence,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522179?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202522179,"ABSTRACT
                  
                    Multicolor mechanoluminescence (ML) materials have attracted growing attention for applications in anti‐counterfeiting, smart skin, wearable electronics, and structural health monitoring. However, their widespread implementation remains significantly hindered by the scarce available compositions and harsh preparation conditions—typically requiring temperatures above 1000°C and protective atmospheres. Here, a facile, low‐temperature, and atmosphere‐free synthesis of calcium borate‐based ML materials (Ca
                    2
                    B
                    2
                    O
                    5
                    and CaB
                    2
                    O
                    4
                    ) is achieved. The phase ratio of Ca
                    2
                    B
                    2
                    O
                    5
                    and CaB
                    2
                    O
                    4
                    is manipulated by adjusting the stoichiometric ratio of raw materials (H
                    3
                    BO
                    3
                    and CaO). The distinct tetrahedral and octahedral coordination of Mn
                    2+
                    in these phases gives rise to tunable ML emission spanning from green to orange (535–605 nm). When incorporated into polydimethylsiloxane (PDMS) elastomers, these materials exhibit remarkable multicolor ML suitable for multi‐level optical encryption and motion visualization. The encrypted information remains hidden under daylight or UV illumination can be deciphered only through ML activation, while the stress‐induced color variation enables real‐time monitoring of joint movement. This work not only establishes a versatile route for the design of low‐temperature, phase‐tunable ML materials but also reveals promising applications in next‐generation information security and intelligent motion‐sensing technologies.",crossref,False,,crossref,2026-01-06 10:03:19+00:00,2026-01-06 10:03:19 UTC
Artificial skin mimics the octopus’s art of disguise,https://www.nature.com/articles/d41586-025-03984-8,Nature,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,False,,,,
A Stable Sodium Metal Battery at −40°C: Multiphase Sodium‐Alloy Skeleton Guided Uniform Deposition and Fast Desolvation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521120?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202521120,"ABSTRACT
                  
                    Sodium metal batteries (SMBs) represent a promising candidate for high‐energy‐density storage. However, their practical implementation is hindered by dendrite growth and structural degradation of sodium metal anode (SMA). These challenges are exacerbated at ultralow temperatures, where sluggish Na
                    +
                    transport and inefficient desolvation lead to severe performance decline. Herein, we introduce five distinct Na‐M (M = Sn, Sb, Bi, In, and Ge) alloys into SMA via mechanical rolling, resulting in a multiphase sodium‐alloy composite anode (NSSBIG). This design enhances compositional disorder and establishes a stable sodium‐based alloy skeleton, which improves sodiophilicity and ion transport kinetics. Theoretical calculations reveal a multiphase synergistic effect among the alloys that accelerates charge transfer and promotes desolvation at −40°C. Benefiting from this tailored architecture, the NSSBIG symmetric cell achieves exceptional cycling stability over 1050 h at −40°C (0.1 mA cm
                    −2
                    /0.1 mA h cm
                    −2
                    ). When coupled with a Na
                    3
                    V
                    2
                    (PO
                    4
                    )
                    3
                    cathode, the full cell retains 97% of its capacity after 825 cycles at −40°C (0.5 C), and a pouch‐cell configuration maintains 89.5% capacity retention over 300 cycles at −40°C (0.2 C). This work provides a feasible strategy for developing dendrite‐free anodes with rapid desolvation kinetics, establishing a viable pathway toward commercial ultralow‐temperature SMBs.",crossref,False,,crossref,2026-01-07 05:41:04+00:00,2026-01-07 05:41:04 UTC
Tellurium Sub‐Oxides Infrared Phototransistors for Adaptive Super‐Resolution Image Reconstruction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521147?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202521147,"ABSTRACT
                  
                    Infrared (IR) detection using crystalline silicon or III‐V compounds is commonly utilized but often challenged by bulkiness and inefficiency. With the development of autonomous driving and machine vision, there is a growing need for IR technology to incorporate compact neural architectures. In this study, IR‐sensitive
                    p
                    ‐type disordered tellurium sub‐oxides (TeO
                    x
                    ) thin films are deposited via an inorganic blending strategy. By integrating a luminescent dielectric layer, synergistic charge transfer and photon‐induced secondary excitation endow TeO
                    x
                    ‐based IR‐visible adaptive sensors (IVAS) with broadband detection and memory capabilities. The IR‐driven modulation of IVAS convolutional weights enables super‐resolution image reconstruction even under suboptimal conditions. This IVAS‐based system achieves a peak signal‐to‐noise ratio of 27.55 dB (compared to 26.85 dB conventionally), a structural similarity index measure of 0.94 (compared to 0.88 conventionally), and a 13.8% reduction in mean absolute error. These findings highlight TeO
                    x
                    ‐based IVAS as a robust and adaptive solution for IR machine vision systems.",crossref,False,,crossref,2026-01-06 10:07:27+00:00,2026-01-06 10:07:27 UTC
Cross-system cascades as drivers of the electrification pathway in net-zero transitions,https://www.nature.com/articles/s41893-025-01728-0,Nature Sustainability,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"While negative sustainability effects of cross-system interactions are well studied, positive cross-system cascades are less well understood. This Perspective shows that these cascade dynamics are already important in net-zero electrification transitions and will probably become more important in the coming years due to positive interactions between core innovations (including solar-photovoltaics, wind power, batteries, heat pumps, electric furnaces and green hydrogen), a key resource (net-zero electricity) and various complementary innovations. This Perspective discusses 12 cross-system cascade processes across technology, resource, actor and institutional dimensions. The Perspective also provides actionable policy recommendations for further stimulating positive cross-system cascades and accelerating net-zero transitions.",nature_html,False,,,2026-01-06 00:00:00+00:00,2026-01-06 00:00:00 UTC
Impact of GC content on de novo gene birth,https://www.nature.com/articles/s41467-025-68022-7,Nature Communications,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"Noncoding regions in eukaryotes are extensively expressed and represent a significant source of novel microproteins, some of which become fixed as de novo genes. However, the structural properties of these unevolved products and the features driving their fixation remain poorly understood. Particularly, the influence of nucleotide composition (GC content) on their structural properties and evolutionary trajectories is still unclear. Here, we predict the foldability and sequence properties of millions of microproteins potentially encoded in the noncoding open reading frames (ORFs) of 3,379 eukaryotic genomes with GC contents ranging from 18% to 79%. Depending on GC content, these microproteins exhibit distinct structural properties, suggesting different cellular impacts if non-genic regions are pervasively expressed. Using phylostratigraphy, de novo gene search, and ancestral sequence reconstruction, we trace the evolution of several hundred de novo proteins across 22 organisms with varying GC contents. We show that de novo genes preferentially emerge from GC-rich ORFs with folding potential, revealing that the interplay between GC content and foldability - rooted in the structure of the genetic code - shapes the emergence of novel genes.",nature_html,False,,,,
Deep reinforcement learning-based multi-objective energy management system for microgrids under flexible energy market,https://www.sciencedirect.com/science/article/pii/S0306261925019531?dgcid=rss_sd_all,ScienceDirect Publication: Applied Energy,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,False,,,,
The poetic life and death of a glow-worm,https://www.nature.com/articles/d41586-025-03990-w,Nature,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,,,False,,,,
Ethylene carbonate-free electrolytes toward better lithium-ion batteries,https://www.cell.com/joule/fulltext/S2542-4351(25)00455-6?rss=yes,Joule,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"For decades, ethylene carbonate (EC) has been an essential but problematic component in lithium-ion batteries, causing safety issues and performance limits. This review demonstrates that removing EC is not a loss but a breakthrough. By designing smarter electrolytes without EC, batteries can simultaneously become safer, support higher voltages, operate from arctic cold to desert heat, and charge extraordinarily fast, paving the way for more robust and powerful energy storage.",rss_cell,False,,,,
Chemo‑Electrochemical Tandem Catalysis Unlocking Sulfur Reaction in Practical Lithium–Sulfur Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521611?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202521611,"ABSTRACT
                  
                    As next‐generation high‐energy batteries, lithium–sulfur (Li–S) batteries are promising solutions for long‐range electric vehicles due to their ultrahigh theoretical energy density. However, they face fundamental challenges from low sulfur utilization, particularly under electrolyte‐starved practical conditions that polysulfides are unable to dissolve. Here, we propose a chemo‐electrochemical tandem catalyst, Li
                    x
                    TiS
                    2
                    , which chemically catalyzes the transformation of S
                    8
                    /Li
                    2
                    S
                    8
                    to Li
                    2
                    S
                    4
                    and subsequently catalyzes electrochemical reduction to lithium sulfide (Li
                    2
                    S). This tandem mechanism fundamentally alters the reaction kinetics from conventional first‐order to zero‐order behavior, overcoming the limitation imposed by the solubility of sulfur species. It thus enables efficient sulfur conversion and an ultralow activation energy of ∼0.3 eV (a 50% reduction compared to without catalysts) under a low electrolyte‐to‐sulfur (E/S) ratio (5 µL mg
                    s
                    −1
                    ), significantly improving battery performance in practical conditions. The coin cell shows an ultralow capacity decay of 0.028% per cycle over 1500 cycles, and a 2.0 Ah pouch cell achieves the high energy density of 550 Wh kg
                    −1
                    with good stability.",crossref,False,,crossref,2026-01-06 09:55:20+00:00,2026-01-06 09:55:20 UTC
Twisted Ru Homostructures Enable High‐Efficiency Alkaline Hydrogen Oxidation Reaction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522811?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202522811,"ABSTRACT
                  
                    Designing potential catalysts for the alkaline hydrogen oxidation reaction (HOR) to replace Pt is crucial for the development of anion exchange membrane fuel cells (AEMFCs). Ru‐based catalysts especially heterostructures are considered to be the most promising alternatives to Pt. However, the activity of Ru‐based heterostructures still falls short of displacing commercial Pt‐based catalysts, primarily due to their limited number of high‐activity sites and high energy barriers for intermediate migration near the interface. Herein, we designed an efficient HOR catalyst on the basis of twisted Ru homostructures. The stress effect and coordination deficiencies generated at the grain boundaries of twisted Ru homostructures could simultaneously optimize the thermodynamics and increase the migration kinetics of intermediates (H* and OH*), effectively overcoming the inherent drawbacks associated with heterostructure catalysts. Owing to the unique electronic structure of the twisted homostructures, our catalyst demonstrated exceptional alkaline HOR catalytic performance (
                    
                      j
                      k
                    
                    = 77.2 mA cm
                    −2
                    @ 50 mV). When evaluated in the fuel cell configuration, the catalyst achieves a record peak power density of 1.81 W cm
                    −2
                    , surpassing commercial PtRu/C (1.36 W cm
                    −2
                    ) and Pt/C (1.23 W cm
                    −2
                    ), representing the highest performance among reported pure metallic catalysts.",crossref,False,,crossref,2026-01-06 09:59:15+00:00,2026-01-06 09:59:15 UTC
Transfer and beyond: emerging strategies and trends in two-dimensional material device fabrication,http://pubs.rsc.org/en/Content/ArticleLanding/2026/CS/D5CS00531K,RSC - Chem. Soc. Rev. latest articles,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,,"The field of two-dimensional (2D) materials has seen remarkable progress, driven by their exceptional electronic, optical, and mechanical properties. In addition to their intrinsic qualities, 2D materials are atomically thin and readily integrated with a wide range of devices, offering immense potential for next-generation on-chip technologies across various domains, beyond just electronics and optics. Central to the fabrication of 2D devices is the development of effective transfer methods, which are crucial for maintaining clean material interfaces and intact material properties. However, as some of the most fundamental techniques, transfer methods are incredibly diverse, making it challenging to navigate the various approaches. This review provides a comprehensive analysis of the state-of-the-art transfer methods, including a preliminary discussion on high-quality 2D material preparation, along with evaluation of the strengths and weaknesses of various transfer techniques. Furthermore, despite being a foundational field, there are still many significant tasks to be undertaken, with several bottlenecks awaiting breakthroughs. We also highlight emerging trends, such as reconfigurable transfer, all-transfer for chip manufacturing, and the application of transfer techniques to low-dimensional materials across broader research fields, such as chemistry, polariton, tribology, haptics, thermal transport, thermodynamic control, quantum science, neuromorphic computing, electrocatalysts, and energy, offering insights into future directions for 2D material integration.",rsc_html,False,,,,
Conjugated Polyelectrolytes with Tunable Ionic Side Chains for Iodide‐Mediated Pt Reduction in Photoelectrochemical H2 Generation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202505450?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202505450,"ABSTRACT
                  
                    Effective hydrogen generation in organic photoelectrochemical cells (OPECs) requires precise interfacial engineering to achieve uniform metal catalyst deposition, with enhanced water wetting and efficient charge transfer on the hydrophobic organic photoelectrode surface. Herein, we introduce n‐type conjugated polyelectrolytes (CPEs) as electron transport layers to address these challenges. Two CPEs based on a naphthalene diimide backbone with distinct ionic substituents were investigated: a zwitterionic sulfobetaine (PNDI‐Z3) and a quaternary ammonium iodide (PNDI‐NI). Both CPEs significantly enhance surface wettability and promote uniform Pt nanoparticle deposition compared to photocathodes without CPEs. Notably, PNDI‐NI enables iodide–chloride exchange with platinate precursors, accelerating the photoreduction of Pt
                    IV
                    to Pt
                    II
                    and ensuring strong immobilization of Pt species. Further reduction to metallic Pt
                    0
                    occurs during PEC operation under applied reduction potential. Density functional theory (DFT) calculations confirm the pivotal role of iodide in facilitating this reduction pathway. The resulting PNDI‐NI‐modified photocathode achieves a photocurrent density of 17.7 mA cm
                    −2
                    and an applied bias photon‐to‐current efficiency of 8.88%, representing the highest performance among reported organic photocathodes, alongside superior operational stability confirmed by chronoamperometry. These findings highlight ionically engineered CPEs as a promising strategy for coupling efficient Pt deposition and reduction with enhanced photoelectrochemical performance and durability of OPEC devices.",crossref,False,,crossref,2026-01-07 05:25:40+00:00,2026-01-07 05:25:40 UTC
Resonance‐Hybridized Molecule Driven Perovskite Surface Sulfidation and Electron‐Transport Bridging for Efficient and Stable Inverted Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202505418?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202505418,"ABSTRACT
                  
                    Interfacial and bulk issues in inverted perovskite solar cells (PSCs) limit their performance and stability, and simultaneous regulation to address these issues remains challenging. Here, a simple multifunctional bulk/interface regulation strategy based on a resonance‐hybridized thiourea derivative (1‐(3‐(1H‐imidazol‐1‐yl)propyl)‐3‐(3,4‐dimethoxyphenyl)thiourea, HP3T) is proposed to simultaneously address these issues. This strategy leverages HP3T resonance rearrangement and energy levels to realize mature perovskite surface sulfidation, forming stable Pb–S passivation on the perovskite surface/grain boundaries while constructing a molecular bridge channel for photogenerated carrier transport between the perovskite and (6,6)‐phenyl‐C
                    61
                    butyric acid methyl ester (PCBM). Meanwhile, this post‐treatment improves perovskite film quality/hydrophobicity, constructs an n–n junction on it, enhances PCBM's film‐forming quality, and alleviates residual stress in the perovskite film. Benefiting from HP3T's multifunctional regulation, the carrier transport dynamics of the device improved, greatly enhancing the performance. As a result, 25.97% and 24.67% efficiencies for rigid and flexible devices were achieved, respectively, ranking these devices among the best‐performing inverted PSCs fabricated using thiourea‐derived or simple interface‐passivation strategies. Furthermore, HP3T significantly enhanced the mechanical stability of the device. After aging (3840 h in N
                    2
                    , 1200 h in air, and 565 h under maximum power‐point tracking), the device retained ∼90% of its initial efficiency.",crossref,False,,crossref,2026-01-07 05:21:00+00:00,2026-01-07 05:21:00 UTC
Lewis Acid‐Base Molecular Anchoring Through Oxygen Vacancies Enables Ultrastable and High‐Conductivity Membranes for Alkaline Water Electrolysis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506172?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202506172,"ABSTRACT
                  
                    The performance of alkaline water electrolysis for green hydrogen production is critically dependent on membrane, which is often constrained by a trade‐off between ionic conductivity and gas impermeability. Here, this challenge is overcome through a universal defect engineering strategy centered on metal oxide nanoparticles. By creating a high density of oxygen vacancies in zirconia (ZrO
                    2
                    ), we transform the nanoparticles into potent Lewis acid sites. This dual functionality engineers the polymer‐filler interface to create continuous, low‐resistance pathways for rapid OH
                    −
                    transport, while simultaneously establishing strong Lewis acid‐base “molecular anchoring” to the polymer matrix and support mesh. This robust interfacial cohesion yields a thin composite membrane (≈190 µm) with an ultralow area resistance (0.08 Ω cm
                    2
                    ) and a remarkable bubble point pressure (5.6 bar). Consequently, an AWE cell achieves an relevant current density of 2 A cm
                    −2
                    at only 1.82 V and demonstrates exceptional durability over 730 h. This vacancy‐mediated interfacial engineering paradigm, proven effective for TiO
                    2
                    and CeO
                    2
                    as well, offers a powerful and broadly applicable strategy for developing advanced membranes for electrochemical energy systems.",crossref,False,,crossref,2026-01-07 05:19:46+00:00,2026-01-07 05:19:46 UTC
Addressing Electro‐Chemo‐Mechanical Coupling Failure at the Sodium|Na3PS4 Interface towards Durable All‐Solid‐State Sodium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506260?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202506260,"ABSTRACT
                  
                    All‐solid‐state sodium batteries utilizing sulfide electrolytes and sodium (Na) anodes are promising for energy storage due to their safety and cost‐effectiveness. However, their practical implementation is significantly hindered by the interfacial degradation at Na
                    3
                    PS
                    4
                    |Na interface, while the resolution strategies remain scarce due to the unclear underlying mechanisms. Herein, operando synchrotron X‐ray computed tomography is utilized to reveal an electro‐chemo‐mechanical coupling failure mechanism. Our results demonstrate the formation of a 65‐µm‐thick side‐reaction layer at the interface within two hours of contact. This electron‐conducting but ion‐blocking layer causes non‐uniform Na electrodeposition, triggering continuous mechanical cracking inward Na
                    3
                    PS
                    4
                    that leads to a short‐circuit. To address this issue, a thermodynamically stable thin Na
                    3
                    Sb‐NaF functional layer is engineered on Na to protect Na
                    3
                    PS
                    4
                    from being chemically reduced. Its high Na‐ion diffusivity ensures uniform ion transport for homogeneous Na electrodeposition, enabling a mechanically integrated interface. As a result, symmetric cells sustain over 1000 h of cycling at 0.1 mA cm–
                    2
                    (0.1 mAh cm
                    −2
                    ), while full cells using NaNi
                    1/3
                    Fe
                    1/3
                    Mn
                    1/3
                    O
                    2
                    cathodes achieve 88.3% capacity retention after 300 cycles at 0.2 C, room temperature. Crucially, anode‐free all‐solid‐state batteries exhibit stable cycling for over 60 cycles. This work advances the development of high‐energy, durable all‐solid‐state sodium metal batteries.",crossref,False,,crossref,2026-01-07 05:30:09+00:00,2026-01-07 05:30:09 UTC
Adaptive O2 Activation on a Molecular Platform: Promoting Spiro‐OMeTAD Doping for High Efficiency Carbon‐Based Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506649?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202506649,"ABSTRACT
                  
                    The 2,2’,7,7’‐tetrakis[N, N‐di(4‐methoxyphenyl)amino]‐9,9’‐spirobifluorene (Spiro‐OMeTAD), a widely used hole transport material in perovskite solar cells (PSCs), heavily relies on p‐doping for improving its electrical properties, which is typically achieved through ambient O
                    2
                    oxidation. Nevertheless, as a result of the inherent inertness of O
                    2
                    toward Spiro‐OMeTAD oxidation, the doping level of Spiro‐OMeTAD remains constrained. In this study, we introduce an effective approach to enhance the doping level of Spiro‐OMeTAD employing the single Ti atoms on carbon nanohorns (CNH) as a molecular platform to activate O
                    2
                    , in turn facilitating the oxidation of Spiro‐OMeTAD. The charge transfer between the Ti
                    1
                    ‐O
                    5
                    moieties and CNH, resulting from strong metal‐support interaction (SMSI), enhances O
                    2
                    chemisorption, weakens the O─O bond, and promotes O
                    2
                    dissociation, thereby effectively activating O
                    2
                    molecules for the oxidation of Spiro‐OMeTAD. Such sufficient oxidation effectively boosts the doping level of Spiro‐OMeTAD, consequently improving its electrical conductivity. Furthermore, the work function of Spiro‐OMeTAD is also well‐modulated, aligning its energy levels more effectively with the carbon electrode. This strategy significantly minimizes energy loss in charge transfer, allowing carbon‐based PSCs to attain a power conversion efficiency (PCE) of 23.85% (certified at 22.85%). Remarkably, the device retains 96.2% of its initial value after 1000 h of continuous illumination.",crossref,False,,crossref,2026-01-07 05:27:26+00:00,2026-01-07 05:27:26 UTC
Single‐Atomic Fe‐S3‐Mo Sites Triggered Fast Redox Conversion in Li‐S Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.202506699?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/aenm.202506699,"ABSTRACT
                  
                    Lithium‐sulfur (Li‐S) batteries are widely recognized as one of the most promising next‐generation energy storage technologies owing to their high theoretical energy density (∼2600 Wh kg
                    −1
                    ), cost‐effectiveness, and environmental friendliness. However, their practical application is severely hindered by slow electrochemical reaction kinetics and the detrimental shuttle effect of lithium polysulfides (LiPSs). Single‐atom catalysts (SACs), characterized by nearly 100% atomic utilization and high catalytic activity, have been extensively investigated in sulfur cathodes to accelerate sulfur redox reactions. Nevertheless, individual single‐atom sites usually exhibit limited catalytic efficacy for multi‐step sulfur conversion processes, leading to suboptimal practical performance. Herein, we construct a structure comprising atomically dispersed Fe single atoms anchored on MoS
                    2
                    nanosheets (FeSA‐MoS
                    2
                    @NC), with Fe atoms stabilized at Mo‐top sites via Fe‐S
                    3
                    coordination. This Fe‐S
                    3
                    ‐Mo interfacial coupling induces electronic redistribution and enhances host‐guest interactions, thereby significantly boosting both catalytic and adsorption capabilities compared to single‐component systems. As a result, the S/FeSA‐MoS
                    2
                    @NC cathode exhibits superior electrochemical performance, enabling lean‐electrolyte pouch cells to achieve a discharge capacity of 1.72 Ah with an energy density of 302 Wh kg
                    −1
                    based on the total cell mass. This work provides a novel strategy for engineering single‐atom catalysts and offers valuable insights into the advancement of high‐performance Li‐S batteries.",crossref,False,,crossref,2026-01-07 05:19:44+00:00,2026-01-07 05:19:44 UTC
Solid‐State N‐Type Ionic Thermoelectric Based on Polyanions Enabled by Water State Regulation via MXenes,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517406?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202517406,"ABSTRACT
                  
                    Adjusting interactions between the polyelectrolyte network and mobile anions/cations is commonly used to develop ion thermoelectric (iTE) materials with a high ionic thermopower and ionic conductivity. However, the development of n‐type polyelectrolytes is hindered because cations usually exhibit higher thermophoretic mobility than anions. Here, we demonstrate a high‐performance, solid‐state n‐type iTE based on polyanions by utilizing MXene nanosheets to regulate the water state of the hydrated poly(4‐styrenesulfonic acid) (PSSH) network. MXene nanosheets featured negatively charged surfaces and positively charged edges, which allowed them to facilitate the transformation of bound water to intermediate water and promote the dissociation of protons from PSSH in the PSSH/MXene composite. Intermediate water with a low vaporization enthalpy readily evaporated on the hot side of the PSSH/MXene film, causing water and hydronium ions to flow from the cold side to the hot side. This polyanion‐based iTE film thus achieved a large thermopower of −15.55 mV/K and a high ionic conductivity of 39.03 S/m at a relative humidity of 40%, leading to a high power factor of 9.44 mW/m·K
                    2
                    at 298 K. Due to the high photothermal efficiency of MXene, a fully‐printed flexible device integrated with 30 legs of n‐type PSSH/MXene film in series generated a voltage of up to −1.64 V under 0.1 W/cm
                    2
                    simulated sunlight illumination, demonstrating its potential applications in photo‐thermoelectric devices. Our strategy of water state regulation presents a promising pathway for developing high‐performance n‐type iTE materials.",crossref,False,,crossref,2026-01-06 10:10:20+00:00,2026-01-06 10:10:20 UTC
"Resistive Switching Oxides: Mechanism, Performance, and Device‐Algorithm Co‐Design for Artificial Intelligence",https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202517373?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202517373,"ABSTRACT
                  The human brain is a natural computing platform composed of a vast number of neurons and synapses that excels in learning, memory, and parallel data processing with low energy consumption and high efficiency. Brain‐inspired hardware is crucial in the application of neural networks, offering enhanced energy efficiency, parallel processing capabilities, and nonlinear dynamic properties, such as adaptability and plasticity. Complex oxides exhibit rich electrically metastable states, which enable diverse resistive switching dynamics in response to electrical stimuli. This allows them to achieve complex bioinspired behaviors at the single‐device level and more advanced brain‐like functions through multidevice integration. This review summarizes recent advances in resistive switching of complex oxides with a focus on the underlying physical mechanisms and application‐driven device‐algorithm co‐design. It first elucidates the materials science and multiscale mechanisms of the switchable electrical characteristics of complex oxides. Next, the resistive switching behaviors of complex oxide devices and a survey of their state‐of‐the‐art performance are discussed. Additionally, from the perspective of brain‐inspired computing, device‐level biomimetic applications and task‐driven circuit‐algorithm co‐designs are explored. Finally, the current challenges of complex oxide devices are summarized, and an outlook for the development of complex oxide neuromorphic devices is provided.",crossref,False,,crossref,2026-01-07 05:27:30+00:00,2026-01-07 05:27:30 UTC
Quantum to Device AI‐Guided Passivation Paradigm for All‐Weather Ultrastable MXene Based Photothermal Converter,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202519482?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-06 00:00:00 UTC,2026-01-06 00:00:00+00:00,10.1002/adma.202519482,"ABSTRACT
                  Photothermal efficiency in MXenes arises from the complex interplay between electronic structure and lattice dynamics, yet the precise contribution of electron–phonon coupling (EPC) remains poorly understood. By integrating ab initio nonadiabatic carrier‐dynamics simulations with state‐resolved electron–phonon‐coupling analysis, the intrinsic mechanisms governing photothermal conversion in MXene materials are elucidated. Results reveal that MXene photothermal performance is dictated by an intrinsic hierarchy of EPC channels and hot‐phonon accumulation, whereas defect‐mediated non‐radiative recombination serves as a secondary channel and ultimately compromises long‐term photothermal stability. Building on this mechanistic insight, a physics‐inspired and AI‐assisted molecular‐screening framework is developed to identify surface passivation chemistries capable of extending hot carrier lifetimes and mitigating phonon bottlenecks. Guided by this paradigm, a composite film endowed with a concave‐spherical light‐trapping array was fabricated, leading to substantial improvements in photothermal conversion efficiency and operational stability. This quantum‐to‐device co‐design paradigm transcends MXenes, providing a data‐driven, systematic design pathway that integrates fundamental theory with surface passivation to accelerate the advancement of durable photothermal devices tailored for sustainable energy applications.",crossref,False,,crossref,2026-01-07 05:25:08+00:00,2026-01-07 05:25:08 UTC
