title,link,source,published_str,pub_date,doi,abstract,abstract_source,must_have_abstract,published,similarity
Structure‐Tunable Fluorinated Polyester Electrolytes with Enhanced Interfacial Stability for Recyclable Solid‐State Lithium Metal Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511556?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511556,"Abstract
                  Polyesters, with their tunable chemical structures and environmental sustainability, have drawn growing attention as solid polymer electrolytes for next‐generation solid‐state lithium metal batteries (SSLMBs). Through a comprehensive experimental and theoretical study involving the systematic variation of carbon chain lengths in the flexible (diol) and coordinating (diacid) segments, along with selective fluorination at distinct positions along the polymer backbone, 18 types of polyester are fabricated and demonstrate that fluorination at the coordinating segment significantly enhances ionic conductivity by suppressing crystallinity. In contrast, fluorination at the flexible segment reduces ionic migration barriers by providing more homogeneous coordinating sites, thereby improving the lithium‐ion transference number, despite increasing chain rigidity and a reduction in overall ionic conductivity. The optimized fluorinated polyesters exhibit excellent interfacial stability with lithium metal by facilitating the formation of a LiF‐rich solid electrolyte interphase, as supported by experimental and theoretical simulation analysis. More importantly, to enhance cost‐effectiveness and sustainability, a solvent‐based recycling route has been developed, achieving substantial recovery yields and notable environmental benefits. This work provides a versatile molecular design and closed‐loop recovery strategy for fluorinated polyester electrolytes, advancing their practical application in high‐energy and sustainable SSLMBs.",crossref,False,,
Solubility‐pKa Coupling Effect Tailored Nanoporous Nylon Aerogel Family with Multiple Thermomechanical Processes,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202510031?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202510031,"Abstract
                  
                    Despite significant advancements in aerogels science, the fabrication of high‐performance aerogels with their plastic processability remains unexplored owing to their inherent trade‐off between skeletal rigidity and transformable processability. Herein, a universal solubility‐pKa coupling‐effect to engineer high‐performance thermoplastic nylon aerogel family with excellent thermomechanical processing performance is proposed. By modulating solubility parameters and acid dissociation constants in nylon‐solvent systems, it is precisely control crystallization to assemble interlaced 1D nanofiber skeletons, yielding nylon aerogels that integrate a high specific surface area (226 m
                    2
                     g
                    −1
                    ), exceptional compressive modulus (12.6 MPa), and ultralow thermal conductivity (0.034 W m
                    −1
                     K
                    −1
                    ). Notably, beyond achieving performance comparable to aramid and other high‐performance aerogels, these nylon aerogels uniquely incorporate thermoplastic properties enabling multiple thermomechanical processing for aerogel functionalization, including protective barrier via thermal encapsulating, reassembly of aerogel unmanned aerial vehicle through thermal cutting and welding, and biomimetic hydrophobic surfaces with lotus and petal effects through precise thermal imprinting. Surprisingly, thermomechanical processing also induces fluorescence of aerogels, suggesting applications in thermal‐recording, anti‐counterfeiting, etc. This research overcomes the critical skeletal rigidity‐transformable processability trade‐off in aerogels, enabling novel manufacturing approaches and broader engineering applications.",crossref,False,,
Orderly Drawing Photo‐Thermal Synergistic Electron Flow for Efficient CO2 Reduction under Natural Sunlight,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511097?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511097,"Abstract
                  
                    Photocatalysis is a green promising approach for CO
                    2
                    reduction. Metal sulfides are widely studied in this field due to the high‐efficiency, however, most of them are prone to photo‐corrosion. Herein, a stable and efficient Z‐scheme heterojunction catalyst is reported, Fe
                    x
                    In
                    y
                    S
                    z
                    /TiO
                    2
                    owing an orderly drawing photo‐thermal synergistic electron flow for CO
                    2
                    reduction in a field experiment. The tests under natural sunlight conditions demonstrated that Fe
                    x
                    In
                    y
                    S
                    z
                    /TiO
                    2
                    has a stability of 4 natural days. The maximum photothermal energy conversion efficiency is 1.16%, which is the highest record under concentrated natural sunlight for CO
                    2
                    reduction with pure water. The in situ rapid‐scan XANES and XPS show the raising temperature and photo‐irradiation synergistically stretch electrons from O to Fe, revealing the mechanism of thermal modulation to optimize the active sites for efficient and stable photocatalytic CO
                    2
                    reduction. This work pioneers the stable and efficient reduction of CO
                    2
                    under outdoor sunlight conditions, providing a theoretical foundation for the outdoor application of this technology.",crossref,False,,
Lanthanum‐Induced Gradient Fields in Asymmetric Heterointerface Catalysts for Enhanced Oxygen Electrocatalysis,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511117?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511117,"Abstract
                  
                    Metal‐nitrogen‐carbon (M‐N‐C) catalysts display considerable potential as cost‐effective alternatives to noble metals in oxygen electrocatalysis. However, uncontrolled atomic migration and random structural rearrangement during pyrolysis often lead to disordered coordination environments and sparse active sites, fundamentally limiting their intrinsic catalytic activities and long‐term durability. Herein, a novel strategy is reported for use in directionally regulating atomic migration pathways via the incorporation of a foreign metal (La). By exploiting the differences in the atomic migration priorities via the Kirkendall effect, directional control of atomic diffusion is achieved to fabricate a well‐defined asymmetric multiphase heterointerface catalyst (LaN/LaFe‐NC). The presence of high‐density, structurally well‐defined active sites – along with a built‐in directional electric field across the heterointerface – substantially enhances the efficiency of interfacial charge transport, thus improving the intrinsic activity and stability in oxygen electrocatalysis. When incorporated into a rechargeable Zn‐air battery, LaN/LaFe‐NC delivers a high power density of 211 mW cm
                    −2
                    , with an exceptional cycling stability of &gt;240 h. This study establishes a generalizable atomic‐level design strategy for use in engineering robust heterointerface catalysts and offers valuable insights for application in advancing next‐generation renewable energy conversion and storage systems.",crossref,False,,
Gridized Nanopolymer Catalysis with Atomically Dispersed Iron Achieves the Nearly 100% Selective Electrosynthesis of Methanol From CO2,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511233?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511233,"Abstract
                  
                    The electrochemical reduction of CO
                    2
                    to methanol (CH
                    3
                    OH) offers a highly promising avenue for zero‐emission carbon recycling and renewable energy storage. However, achieving high CH
                    3
                    OH selectivity and long‐term stability in catalysts remains rare, presenting central challenges on the path to their commercialization. It is emerging to make multiscale design of metal centers of active sites and their surrounding environments under the crucial mechanism of pathway selection. Herein, the gridized nanomolecular and nanopolymer catalysts are reported for high effective electroreduction of CO
                    2
                    to CH
                    3
                    OH. An A‐type nanogrid (AG) and its organic nanopolymers with atomically dispersed iron (Fe) are well identified with the unique catalytic active sites of Fe‐N
                    1
                    C
                    3
                    Cl
                    1
                    . Notably, Fe‐based AG nanopolymer (FePAG) catalyst exhibits a CH
                    3
                    OH Faradaic efficiency of 60.5%, a CH
                    3
                    OH selectivity of 98.3%, and a stability of up to 100 h, outperforming currently reported molecular catalysts. The superior selectivity is probably attributed to the cooperation between the stronger *CO adsorption and the super‐hindrance that suppresses aggregates to guarantee the dispersion of single active sites. This study provides new insights in the exploration of nanomolecular and nanopolymer catalysis.",crossref,False,,
Direct Recycling of Degraded LiFePO4 Cathode Material via Natural Electron Donors Healing and Targeted Surface Reconstruction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511246?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511246,"Abstract
                  
                    Direct regeneration of spent cathode materials is crucial for the sustainable development of the new energy vehicle industry. However, owing to the lack of targeted surface repair strategies, the regenerated LiFePO
                    4
                    (LFP) always faces some issues, such as Fe ions re‐migration and sluggish Li
                    +
                    diffusion, or a serious trade‐off between restored specific capacity and stability. Herein, an integrated bulk and surface restoration strategy is proposed to regenerate spent LFP (S‐LFP) via using natural tea polyphenols as electron donors to reduce Fe (III) phase and heal anti‐site defects in the bulk, and introducing a hybrid AlPO
                    4
                    /Li
                    3
                    PO
                    4
                    (AP/LP) patching coating at the fracture of carbon layer on LFP for targeted surface reconstruction, accompanied by Al doping into the bulk LFP. Theoretical calculations reveal that AP/LP patching coating forms a dual electron‐ and ion‐conducting layer with the residual carbon layer, coupling with strengthened Fe─O bonding by Al doping, to improve kinetics and stability of LFP during cycling. The optimized regenerated LFP cathode exhibits a capacity of 124.3 mAh g
                    −1
                    after 400 cycles at 2C with a capacity retention of 92.1%. This scalable healing and stabilizing strategy have large potential to strike a balance between specific capacity repairing and stability improvement in the regeneration process.",crossref,False,,
Localized Gradient Conductivity Enabled Ultrasensitive Flexible Tactile Sensors with Ultrawide Linearity Range,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202511275?af=R,Wiley: Advanced Materials: Table of Contents,2026-01-03 06:20:51 UTC,2026-01-03 06:20:51+00:00,10.1002/adma.202511275,"Abstract
                  
                    The high sensitivity and wide linearity are crucial for flexible tactile sensors in adapting to diverse application scenarios with high accuracy and reliability. However, conventional optimization strategies of constructing microstructures suffer from the mutual restriction between the high sensitivity and wide linearity. Herein, a novel design of localized gradient conductivity (LGC) with partly covered low‐conductivity (low‐
                    σ
                    ) carbon/Polydimethylsiloxane layer on high‐conductivity (high‐
                    σ
                    ) silver nanowires film upon the micro‐dome structure is proposed. The LGC configuration enables a unique pressure‐motivated series‐parallel switching to allow the low‐
                    σ
                    and high‐
                    σ
                    components to separately take dominant effects in different pressure ranges. The ultrawide linearity can thus be realized by customizing the segmented linear current variation via the rationally associated coverage degree and conductivity gradient of the low‐
                    σ
                    and high‐
                    σ
                    components. Moreover, the ultrahigh sensitivity can be originally endowed by the conductivity difference between the low‐
                    σ
                    and high‐
                    σ
                    components without compromising linearity. The optimized sensor exhibits an ultrahigh sensitivity of 1546.35 kPa
                    −1
                    within an ultrabroad linear sensing range of 0–3000 kPa, which is first reported. With such an excellent sensing performance, the potential applications, e.g., reliable healthcare monitoring, convenient smart home control, and ground detection of intelligent vehicles, are successfully demonstrated.",crossref,False,,
One‐ and Two‐Electron Carbon–Halide Bond Activation at a Phosphorus Center,https://onlinelibrary.wiley.com/doi/10.1002/anie.202521209?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:30:47 UTC,2026-01-03 06:30:47+00:00,10.1002/anie.202521209,"Abstract
                  
                    The activation of small molecules by main‐group elements has garnered significant attention as a potential alternative to transition metal catalysis. While transition metals excel in switching between single‐electron (1e) and two‐electron (2e) pathways due to their accessible d‐orbitals, such switchability remains uncommon for main‐group elements. In this work, we report the phosphorus‐centered selective activation of various organohalides by phosphorus‐atom transfer reaction of metallophosphanorcaradiene complex, which presents four distinct modes, S
                    N
                    2 or S
                    N
                    Ar‐type substitution, E2 elimination, or reductive radical coupling via halogen‐atom transfer. These reactivities selectively show 1e or 2e pathways depending on the substrate, mimicking oxidative addition and radical activation steps traditionally reserved for transition metals. These divergent modes of reactivity are enabled by the substantial orbital interactions between the single phosphorus atom center and [Cp*(Idipp)(CO)Ru] fragment, which can be viewed as a metalloligand, allowing for switchable reactivities between 2e and 1e pathways. Furthermore, this platform enables the modular synthesis of phosphines bearing three different substituents through a “P + 2E + Nu” strategy, establishing a new phosphorus‐atom transfer route to organophosphorus molecules (E = electrophile; Nu = nucleophile).",crossref,False,,
Cryogenic Carbon Monoxide Oxidation on Cuprous Oxide,https://onlinelibrary.wiley.com/doi/10.1002/anie.202515673?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:30:47 UTC,2026-01-03 06:30:47+00:00,10.1002/anie.202515673,"Abstract
                  
                    Performing oxidation reactions at low temperatures using earth‐abundant materials is crucial for advancing solutions for sustainable chemistry. CO oxidation serves as a benchmark reaction to characterize oxidation and to advance fundamental concepts in surface chemistry. While there are several examples of CO oxidation occurring on metal oxides at low temperatures, from 300 K to ∼200 K, reactivity in the cryogenic temperature regime typically requires a metal nanoparticle on a metal oxide. Here, we show oxygen atoms on the (111) facet of Cu
                    2
                    O react with CO to form CO
                    2
                    at temperatures below 100 K. Combining spectroscopic experimental evidence with calculations, we propose a low barrier path for CO oxidation at reconstructed surface sites on Cu
                    2
                    O(111). This finding is a rare example of an earth‐abundant metal oxide, in this case copper, that can provide highly reactive multifunctional sites, enabling both adsorption and reaction fundamental steps toward the efficient heterogeneous oxidation of chemicals.",crossref,False,,
Sequential Heterolytic Carbon‐Halide and Carbon–Carbon Bond Activation in Unactivated Piperidines,https://onlinelibrary.wiley.com/doi/10.1002/anie.202512579?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:30:47 UTC,2026-01-03 06:30:47+00:00,10.1002/anie.202512579,"Abstract
                  
                    The thermodynamic stability of unactivated Csp
                    3
                    ─F and Csp
                    3
                    ─Csp
                    3
                    bonds remains a major challenge in organic synthesis as methods that achieve effective cleavage and high‐yielding functionalization under mild conditions are rare. Herein, we introduce a cascade reaction involving heterolytic activation of 4‐halopiperidines with organoaluminum reagents which is followed by fast ring opening toward a thermodynamically favored iminium ion that undergoes C─C bond formation via aryl or alkyl transfer from a concomitantly generated fluoroaluminate counteranion. Fluoropiperidines were found to be more reactive than other halides and are smoothly transformed into tertiary homoallyl amines with good to excellent yields. This reaction occurs at room temperature with high functional group tolerance and without noticeable by‐product formation. Similarly, Csp
                    3
                    ─F bond scission is observed with 4,4‐difluoropiperidines, giving rise to monofluorinated alkene products as the Csp
                    2
                    ─F bond generated during this process does not react. X‐ray crystallographic analysis of two cationic reaction intermediates simultaneously isolated in a single crystal provides a snapshot of the ring‐opening process and together with chemical trapping and control experiments is in agreement with an ionic mechanism and a three‐step reaction sequence. By contrast, defluorinative halide exchange leaving the piperidinyl ring intact prevails when 4‐fluoro‐ and 4,4‐difluoropiperidines are treated with aluminum trihalide Lewis acids.",crossref,False,,
Acinetobacter baumannii α2–6‐Legionaminyltransferase‐Catalyzed Synthesis Reveals Legionaminic Acid Form Selectivity by Antibodies in Pooled Human IgGs,https://onlinelibrary.wiley.com/doi/10.1002/anie.202519750?af=R,Wiley: Angewandte Chemie International Edition: Table of Contents,2026-01-03 06:30:47 UTC,2026-01-03 06:30:47+00:00,10.1002/anie.202519750,"Abstract
                  
                    Legionaminic acids (Legs) are prokaryote‐specific nine‐carbon acidic monosaccharides belonging to the nonulosonic acid (NulO) family. Various Leg forms are found in the polysaccharides or glycoproteins produced by numerous pathogenic bacteria, including capsular polysaccharides of carbapenem‐resistant
                    Acinetobacter baumannii
                    . Hypothetic legionaminyltransferases have been predicted from gene sequences but none has been biochemically validated. In this study we report the first biochemical characterization of a legionaminyltransferase. We demonstrate that AbGtr18 from an
                    A. baumannii
                    K8 strain is a donor promiscuous α2–6‐legionaminyltransferase selective for α‐
                    N
                    ‐acetylgalactosamine‐glycoside (GalNAcαOR) acceptors. In addition, streamlined chemical synthetic routes, including regio‐selective triflylation and azide substitution processes, were developed to prepare precursors or chemoenzymatic synthons of various forms of Legs. Applying the novel α2–6‐legionaminyltransferase AbGtr18 in one‐pot multienzyme (OPME) synthesis with or without additional chemical derivatization enabled rapid construction of a focused library of NulO‐glycosides (NulOα2–6GalNAcαOR) containing nine NulO forms. Binding and inhibition studies with these compounds revealed selective Leg forms recognized by the antibodies in the pooled human immunoglobulin (IgGs), reflecting natural occurrence of these Leg forms and indicating their prior encounters by human immune systems. AbGtr18 thus emerges as both a potential target for antibiotic development and a powerful biocatalyst for accessing synthetically challenging NulO‐glycosides with therapeutical potentials.",crossref,False,,
